nconst,actor,primaryName,actress,knownForTitles,director,tconst,titleType,originalTitle,startYear,Drama,Comedy,Romance,Thriller,genres,job
nm0935849,0,Winona Winter,1,tt0004295,0,tt0004295,movie,The Man from Mexico,1914,0,1,0,0,Comedy,actress
nm0936060,0,Mrs. F.O. Winthrop,1,tt0008567,0,tt0008567,movie,Shirley Kaye,1917,0,1,0,0,Comedy,actress
nm0938041,0,Frank E. Wolfe,0,tt0002885,1,tt0002885,movie,From Dusk to Dawn,1913,1,0,0,0,Drama,director
nm7424995,1,Job Harriman,0,tt0002885,0,tt0002885,movie,From Dusk to Dawn,1913,1,0,0,0,Drama,actor
nm7424996,1,Stanley Wilson,0,tt0002885,0,tt0002885,movie,From Dusk to Dawn,1913,1,0,0,0,Drama,actor
nm7424997,1,Fred Wheeler,0,tt0002885,0,tt0002885,movie,From Dusk to Dawn,1913,1,0,0,0,Drama,actor
nm7424998,0,Esther Yarnell,1,tt0002885,0,tt0002885,movie,From Dusk to Dawn,1913,1,0,0,0,Drama,actress
nm7424999,1,H.A. Hart,0,tt0002885,0,tt0002885,movie,From Dusk to Dawn,1913,1,0,0,0,Drama,actor
nm0938331,0,Veronika Wolff,1,tt0092299,0,tt0092299,movie,Zoning,1986,0,0,0,1,Thriller,actress
nm3006897,1,Gerald Carlson,0,tt0092299,0,tt0092299,movie,Zoning,1986,0,0,0,1,Thriller,actor
nm3007000,1,Gregor Kohl,0,tt0092299,0,tt0092299,movie,Zoning,1986,0,0,0,1,Thriller,actor
nm3008403,1,R.C. Dea,0,tt0092299,0,tt0092299,movie,Zoning,1986,0,0,0,1,Thriller,actor
nm3008569,1,Marc Aronov,0,tt0092299,0,tt0092299,movie,Zoning,1986,0,0,0,1,Thriller,actor
nm3008673,1,Mike Bretz,0,tt0092299,0,tt0092299,movie,Zoning,1986,0,0,0,1,Thriller,actor
nm0949372,1,Charles Young,0,tt0004980,0,tt0004980,movie,Blindness of Devotion,1915,1,0,0,0,Drama,actor
nm0960623,1,Dean Braine,0,tt0035429,0,tt0035429,movie,Went the Day Well?,1942,0,0,0,1,Thriller,actor
nm0961551,1,Anthony Pilbeam,0,tt0035429,0,tt0035429,movie,Went the Day Well?,1942,0,0,0,1,Thriller,actor
nm0962511,0,Lillian Ellias,1,tt0035429,0,tt0035429,movie,Went the Day Well?,1942,0,0,0,1,Thriller,actress
nm1558155,1,Christopher Lee,0,tt0035429,0,tt0035429,movie,Went the Day Well?,1942,0,0,0,1,Thriller,actor
nm0969557,1,Joop van Leeuwen,0,tt0087882,0,tt0087882,movie,Parfait amour,1985,0,0,0,1,Thriller,actor
nm0971928,1,Bromley Kent,0,tt0073736,0,tt0073736,movie,The Specialist,1975,0,0,0,1,Thriller,actor
nm0973014,0,Christine D'Hautuille,1,tt0092521,0,tt0092521,movie,Agent trouble,1987,0,0,0,1,Thriller,actress
nm0973672,1,Raymond Pérégro,0,tt0092521,0,tt0092521,movie,Agent trouble,1987,0,0,0,1,Thriller,actor
nm0990163,0,Claudia Younes,1,tt0059069,0,tt0059069,movie,Crimine a due,1964,0,0,0,1,Thriller,actress
nm0992315,1,John Thomas,0,tt0103104,0,tt0103104,movie,Totally Exposed,1991,0,0,0,1,Thriller,actor
nm1154252,1,Mark Jackson,0,tt0103104,0,tt0103104,movie,Totally Exposed,1991,0,0,0,1,Thriller,actor
nm1000534,1,Cao,0,tt0069117,0,tt0069117,movie,Prata Palomares,1972,0,0,0,1,Thriller,actor
nm1001037,0,Elke Hering,1,tt0069117,0,tt0069117,movie,Prata Palomares,1972,0,0,0,1,Thriller,actress
nm1002607,1,Antônio Brasil,0,tt0069117,0,tt0069117,movie,Prata Palomares,1972,0,0,0,1,Thriller,actor
nm1003027,0,Elizabeth Kauder,1,tt0069117,0,tt0069117,movie,Prata Palomares,1972,0,0,0,1,Thriller,actress
nm1005288,0,Colette O'Neil,1,tt0009176,0,tt0009176,movie,Hindle Wakes,1918,0,0,1,0,Romance,actress
nm10065303,1,Mahmud Subah,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065305,1,Frederick Mono,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065306,1,Tzion Ohayon,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065307,1,Krivly David,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065308,1,Dennis,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065309,1,Zoli Ben Haiym,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065310,1,Eitai Krispin,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065311,1,Itzik,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065312,0,Heleska,1,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actress
nm10065313,0,Mickey,1,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actress
nm10065314,1,Yariv,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10065315,1,Michael Birnhack,0,tt0104164,0,tt0104164,movie,Eddie King,1992,0,0,0,1,Thriller,actor
nm10072161,1,Emanuela Castiglionesi,0,tt0100577,0,tt0100577,movie,Sensazioni d'amore,1990,0,0,0,1,Thriller,actor
nm10369867,0,Elisabetta Premutico,1,tt0100577,0,tt0100577,movie,Sensazioni d'amore,1990,0,0,0,1,Thriller,actress
nm1010669,0,Madelyn Batson,1,tt0027146,0,tt0027146,movie,Two Sinners,1935,0,0,1,0,Romance,actress
nm1011124,0,Louise Fresano,1,tt0027146,0,tt0027146,movie,Two Sinners,1935,0,0,1,0,Romance,actress
nm1011965,0,Marcelle Printemps,1,tt0027146,0,tt0027146,movie,Two Sinners,1935,0,0,1,0,Romance,actress
nm1012063,1,Mario Romaris,0,tt0027146,0,tt0027146,movie,Two Sinners,1935,0,0,1,0,Romance,actor
nm1012065,1,Hart Rooksby,0,tt0027146,0,tt0027146,movie,Two Sinners,1935,0,0,1,0,Romance,actor
nm1012351,1,Stuart Travant,0,tt0027146,0,tt0027146,movie,Two Sinners,1935,0,0,1,0,Romance,actor
nm1011663,1,Henry Matsumoto,0,tt0007141,0,tt0007141,movie,Officer 666,1916,0,1,0,0,Comedy,actor
nm1012999,1,Maurice Dudley,0,tt0007141,0,tt0007141,movie,Officer 666,1916,0,1,0,0,Comedy,actor
nm1013126,1,Edwin Lester,0,tt0007141,0,tt0007141,movie,Officer 666,1916,0,1,0,0,Comedy,actor
nm1013333,0,Mattee Brown,1,tt0007141,0,tt0007141,movie,Officer 666,1916,0,1,0,0,Comedy,actress
nm1013346,0,Reine Connelly,1,tt0007141,0,tt0007141,movie,Officer 666,1916,0,1,0,0,Comedy,actress
nm1012212,1,Hans Snaauw,0,tt0066316,0,tt0066316,movie,Rubia's Jungle,1970,0,0,1,0,Romance,actor
nm10181609,1,Ladislav Vycítal,0,tt0071979,0,tt0071979,movie,Pavlínka,1974,0,0,1,0,Romance,actor
nm10219147,0,V. Zhebelyova,1,tt0072381,0,tt0072381,movie,Vracha vyzyvali?,1975,0,0,1,0,Romance,actress
nm10219148,1,F. Nikitin,0,tt0072381,0,tt0072381,movie,Vracha vyzyvali?,1975,0,0,1,0,Romance,actor
nm10236280,1,Herr Limberg,0,tt0004349,0,tt0004349,movie,Der Excentric-Club,1914,1,0,0,0,Drama,actor
nm10236281,1,Herr Jehrisch,0,tt0004349,0,tt0004349,movie,Der Excentric-Club,1914,1,0,0,0,Drama,actor
nm10236282,1,Herr Lehmann,0,tt0004349,0,tt0004349,movie,Der Excentric-Club,1914,1,0,0,0,Drama,actor
nm1979140,0,Marie Kläs,1,tt0004349,0,tt0004349,movie,Der Excentric-Club,1914,1,0,0,0,Drama,actress
nm10244897,0,Camilla Eibenschütz,1,tt0003386,0,tt0003386,movie,Sodoms Ende,1913,1,0,0,0,Drama,actress
nm1025461,1,Roberto Vittiglio,0,tt0020202,0,tt0020202,movie,Die Nacht gehört uns,1929,0,0,1,0,Romance,actor
nm10286660,1,Shanmugam,0,tt0092556,0,tt0092556,movie,Anand,1987,0,0,1,0,Romance,actor
nm1041724,0,Catalina Terrasa,1,tt0117054,0,tt0117054,movie,Mirada líquida,1996,0,0,0,1,Thriller,actress
nm1222222,1,Federico Bécquer,0,tt0117054,0,tt0117054,movie,Mirada líquida,1996,0,0,0,1,Thriller,actor
nm1054114,1,Jean-Paul Wang,0,tt0097604,0,tt0097604,movie,J'aurais jamais dû croiser son regard...,1989,0,0,0,1,Thriller,actor
nm1055188,1,Delfina Cardoso,0,tt0097604,0,tt0097604,movie,J'aurais jamais dû croiser son regard...,1989,0,0,0,1,Thriller,actor
nm1055337,1,Jules Deschamps,0,tt0097604,0,tt0097604,movie,J'aurais jamais dû croiser son regard...,1989,0,0,0,1,Thriller,actor
nm1056988,1,Benjamin Ponsin,0,tt0097604,0,tt0097604,movie,J'aurais jamais dû croiser son regard...,1989,0,0,0,1,Thriller,actor
nm10551214,0,Sa-Ngiam Navisthira,1,tt0014284,0,tt0014284,movie,Miss Suwanna of Siam,1923,0,0,1,0,Romance,actress
nm10551215,1,Khun Ram Pharotsat,0,tt0014284,0,tt0014284,movie,Miss Suwanna of Siam,1923,0,0,1,0,Romance,actor
nm10551216,1,Luang Pharotkamkoson,0,tt0014284,0,tt0014284,movie,Miss Suwanna of Siam,1923,0,0,1,0,Romance,actor
nm1068897,0,Mary Jo Conaway,1,tt0116017,0,tt0116017,movie,Dangerous Cargo,1996,0,0,0,1,Thriller,actress
nm1071462,1,Victor Rylkov,0,tt0116017,0,tt0116017,movie,Dangerous Cargo,1996,0,0,0,1,Thriller,actor
nm1071674,0,Laurel King,1,tt0116017,0,tt0116017,movie,Dangerous Cargo,1996,0,0,0,1,Thriller,actress
nm1071787,0,Maria Teresa Zago,1,tt0073519,0,tt0073519,movie,Dieci bianchi uccisi da un piccolo indiano,1974,0,0,1,0,Romance,actress
nm1073356,0,Diane Moncrieff,1,tt0009422,0,tt0009422,movie,Nature's Gentleman,1918,0,0,1,0,Romance,actress
nm1074541,0,Edna Moore,1,tt0009422,0,tt0009422,movie,Nature's Gentleman,1918,0,0,1,0,Romance,actress
nm10753622,0,Clare Freeman,1,tt0005259,0,tt0005259,movie,The Exposition's First Romance,1915,1,0,0,0,Drama,actress
nm10753623,0,Joseph C. Miller,0,tt0005259,1,tt0005259,movie,The Exposition's First Romance,1915,1,0,0,0,Drama,director
nm1077162,0,Isabelle Le Person,1,tt0110561,0,tt0110561,movie,Montparnasse-Pondichéry,1994,0,0,1,0,Romance,actress
nm1194937,1,Amélie Jallet,0,tt0110561,0,tt0110561,movie,Montparnasse-Pondichéry,1994,0,0,1,0,Romance,actor
nm1078127,0,Valerie Traxler,1,tt0009208,0,tt0009208,movie,"How Could You, Jean?",1918,0,1,0,0,Comedy,actress
nm1095050,0,Marie-Thérèse Badje,1,tt0078115,0,tt0078115,movie,Le prix de la liberté,1978,0,0,0,1,Thriller,actress
nm1098792,0,Marthe Momha,1,tt0078115,0,tt0078115,movie,Le prix de la liberté,1978,0,0,0,1,Thriller,actress
nm1098868,1,Albert Mouangue,0,tt0078115,0,tt0078115,movie,Le prix de la liberté,1978,0,0,0,1,Thriller,actor
nm1098998,0,Madeleine Ndoum,1,tt0078115,0,tt0078115,movie,Le prix de la liberté,1978,0,0,0,1,Thriller,actress
nm11018220,1,Shawn Soal,0,tt0100723,0,tt0100723,movie,Sweet Murder,1990,0,0,0,1,Thriller,actor
nm11018221,0,Michelle Hauzer,1,tt0100723,0,tt0100723,movie,Sweet Murder,1990,0,0,0,1,Thriller,actress
nm1106416,1,Newton John Skinner,0,tt0087270,0,tt0087270,movie,Fleshburn,1984,0,0,0,1,Thriller,actor
nm1108458,0,May Beamish,1,tt0016991,0,tt0016991,movie,If Youth But Knew,1926,0,0,1,0,Romance,actress
nm1111248,1,Donald Walcot,0,tt0016991,0,tt0016991,movie,If Youth But Knew,1926,0,0,1,0,Romance,actor
nm1114290,1,Jan Jaegestedt,0,tt0079423,0,tt0079423,movie,En kärleks sommar,1979,0,0,1,0,Romance,actor
nm1114838,1,Agne Norén,0,tt0079423,0,tt0079423,movie,En kärleks sommar,1979,0,0,1,0,Romance,actor
nm11250170,1,Ye. Mikhaylov,0,tt0102361,0,tt0102361,movie,Lyubov,1991,0,0,1,0,Romance,actor
nm1136807,0,Kathy Knight,1,tt0066014,0,tt0066014,movie,Love and Kisses,1971,0,0,1,0,Romance,actress
nm1138742,1,Manuel Ziroga,0,tt0029710,0,tt0029710,movie,Under Strange Flags,1937,0,0,1,0,Romance,actor
nm1141564,1,Karl Heyl,0,tt0138564,0,tt0138564,movie,Koenigsmark,1923,0,0,1,0,Romance,actor
nm11461975,1,Alfred Boyd,0,tt0004170,0,tt0004170,movie,Jess of the Mountain Country,1914,1,0,0,0,Drama,actor
nm11472887,1,Sacha Turincev,0,tt0103792,0,tt0103792,movie,"Belyy korol, krasnaya koroleva (Russkie)",1993,0,0,1,0,Romance,actor
nm1148685,1,Jean-Daniel Fiorino,0,tt0062849,0,tt0062849,movie,Dai nemici mi guardo io!,1968,0,0,1,0,Romance,actor
nm2307036,1,Raoul Ricceri,0,tt0062849,0,tt0062849,movie,Dai nemici mi guardo io!,1968,0,0,1,0,Romance,actor
nm1149906,0,Marguerite Marquis,1,tt0002832,0,tt0002832,movie,Evangeline,1914,1,0,0,0,Drama,actress
nm1155020,0,Ann Depauw,1,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actress
nm1155381,1,Leon Hertogs,0,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actor
nm1155600,0,Sonja Kogan,1,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actress
nm1156005,1,Leon Nolens,0,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actor
nm1156167,1,Eric Printemps,0,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actor
nm1156251,1,Tony Rombouts,0,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actor
nm1156257,0,Sonja Ronsman,1,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actress
nm1156428,0,Louke Smets,1,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actress
nm1156477,0,Nadine Stockbroeck,1,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actress
nm1156603,1,Jean Tschikuna,0,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actor
nm1156799,0,Leen de Jong,1,tt0079916,0,tt0079916,movie,Slachtvee,1979,0,0,0,1,Thriller,actress
nm1155363,0,Karin Hauck,1,tt0052145,0,tt0052145,movie,Rommel ruft Kairo,1959,0,0,0,1,Thriller,actress
nm1156300,1,Saliman,0,tt0052145,0,tt0052145,movie,Rommel ruft Kairo,1959,0,0,0,1,Thriller,actor
nm1167224,1,John Revett,0,tt0004180,0,tt0004180,movie,The Judge's Wife,1914,1,0,0,0,Drama,actor
nm1167997,1,Joan Tarradas,0,tt0092771,0,tt0092771,movie,El complot dels anells,1988,0,0,0,1,Thriller,actor
nm3859785,1,Joan Aranda,0,tt0092771,0,tt0092771,movie,El complot dels anells,1988,0,0,0,1,Thriller,actor
nm3864720,1,Panxu,0,tt0092771,0,tt0092771,movie,El complot dels anells,1988,0,0,0,1,Thriller,actor
nm3867863,1,Anselm Managuerra,0,tt0092771,0,tt0092771,movie,El complot dels anells,1988,0,0,0,1,Thriller,actor
nm7717866,1,Enric G. Juncadella,0,tt0092771,0,tt0092771,movie,El complot dels anells,1988,0,0,0,1,Thriller,actor
nm7717868,1,Ditetrich Grösse,0,tt0092771,0,tt0092771,movie,El complot dels anells,1988,0,0,0,1,Thriller,actor
nm7717869,1,Alexandre Ramos,0,tt0092771,0,tt0092771,movie,El complot dels anells,1988,0,0,0,1,Thriller,actor
nm7717870,1,Francesc X. González,0,tt0092771,0,tt0092771,movie,El complot dels anells,1988,0,0,0,1,Thriller,actor
nm1175637,1,Kurt Hecklau,0,tt0061009,0,tt0061009,movie,Sperrbezirk,1966,0,0,0,1,Thriller,actor
nm1176957,0,Christina von Falz-Fein,1,tt0061009,0,tt0061009,movie,Sperrbezirk,1966,0,0,0,1,Thriller,actress
nm1194284,1,Jacques Delachaume,0,tt0117303,0,tt0117303,movie,Passage à l'acte,1996,0,0,0,1,Thriller,actor
nm1195341,0,Kelly Listoir,1,tt0117303,0,tt0117303,movie,Passage à l'acte,1996,0,0,0,1,Thriller,actress
nm12022159,1,Oleg Aleksashin,0,tt0075156,0,tt0075156,movie,Rudin,1977,0,0,1,0,Romance,actor
nm1206604,0,Mary Fry Clements,1,tt0004167,0,tt0004167,movie,Jane Eyre,1914,1,0,0,0,Drama,actress
nm1207539,0,Alberta Roy,1,tt0004167,0,tt0004167,movie,Jane Eyre,1914,1,0,0,0,Drama,actress
nm12076523,1,S. Bogos,0,tt0076562,0,tt0076562,movie,Portret s dozhdyom,1978,0,0,1,0,Romance,actor
nm12076524,1,V. Vertyuk,0,tt0076562,0,tt0076562,movie,Portret s dozhdyom,1978,0,0,1,0,Romance,actor
nm12076525,1,M. Kozachuk,0,tt0076562,0,tt0076562,movie,Portret s dozhdyom,1978,0,0,1,0,Romance,actor
nm12076526,1,I. Saprykina,0,tt0076562,0,tt0076562,movie,Portret s dozhdyom,1978,0,0,1,0,Romance,actor
nm12076527,1,L. Solovyova,0,tt0076562,0,tt0076562,movie,Portret s dozhdyom,1978,0,0,1,0,Romance,actor
nm12076528,0,Tatyana Kharitonova,1,tt0076562,0,tt0076562,movie,Portret s dozhdyom,1978,0,0,1,0,Romance,actress
nm12096935,0,Stefanija Babic,1,tt0056004,0,tt0056004,movie,Die Försterchristel,1962,0,0,1,0,Romance,actress
nm1214731,0,Mária Kitty,1,tt0068900,0,tt0068900,movie,Makra,1974,0,0,1,0,Romance,actress
nm12162104,0,Margarete Gaede,1,tt0021155,0,tt0021155,movie,Der Schuß im Tonfilmatelier,1930,0,0,0,1,Thriller,actress
nm12162105,1,E. Nadler,0,tt0021155,0,tt0021155,movie,Der Schuß im Tonfilmatelier,1930,0,0,0,1,Thriller,actor
nm1816002,1,E. Kuttner,0,tt0021155,0,tt0021155,movie,Der Schuß im Tonfilmatelier,1930,0,0,0,1,Thriller,actor
nm1816880,0,Lilo Alverdes,1,tt0021155,0,tt0021155,movie,Der Schuß im Tonfilmatelier,1930,0,0,0,1,Thriller,actress
nm1817408,0,Irma Klein,1,tt0021155,0,tt0021155,movie,Der Schuß im Tonfilmatelier,1930,0,0,0,1,Thriller,actress
nm2241157,1,W. Fox,0,tt0021155,0,tt0021155,movie,Der Schuß im Tonfilmatelier,1930,0,0,0,1,Thriller,actor
nm12227042,1,Wolfgang Rüppel,0,tt0089400,0,tt0089400,movie,Kaminsky - Ein Bulle dreht durch,1985,0,0,0,1,Thriller,actor
nm12244220,0,Carole Bessy,1,tt0090811,0,tt0090811,movie,Cent francs l'amour,1986,0,0,1,0,Romance,actress
nm1239482,1,Milan Kamara,0,tt0054487,0,tt0054487,movie,X-25 javlja,1960,0,0,0,1,Thriller,actor
nm1244258,0,Silvana Carucci,1,tt0091120,0,tt0091120,movie,Giuro che ti amo,1986,0,0,1,0,Romance,actress
nm1244654,0,Olga Gardenia,1,tt0091120,0,tt0091120,movie,Giuro che ti amo,1986,0,0,1,0,Romance,actress
nm12577271,1,Die Garde Füsilier-Regiment,0,tt0004708,0,tt0004708,movie,Tirol in Waffen,1914,1,0,0,0,Drama,actor
nm1259766,1,Jimmy Carter,0,tt0007239,0,tt0007239,movie,The Race,1916,0,1,0,0,Comedy,actor
nm1260105,1,Alberto Bargallo,0,tt0102391,0,tt0102391,movie,Manila,1991,0,0,0,1,Thriller,actor
nm1260912,0,Martha Kriwitz,1,tt0006102,0,tt0006102,movie,Der Stolz der Firma,1914,0,1,0,0,Comedy,actress
nm1264661,0,Maggie Frank,1,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actress
nm6500432,1,Stanley Hunt,0,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actor
nm6500433,0,Sarah Constance Smith Hunt,1,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actress
nm6500434,0,Mrs. George Walkus,1,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actress
nm6500435,1,Paddy 'Malid,0,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actor
nm6500436,1,Balutsa,0,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actor
nm6500437,1,Kwagwanu,0,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actor
nm6500438,0,Francine Hunt,1,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actress
nm6500439,1,Bob Wilson,0,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actor
nm6500440,1,Awidi,0,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actor
nm6500441,1,Alfred Charlie,0,tt0004150,0,tt0004150,movie,In the Land of the Head Hunters,1914,1,0,0,0,Drama,actor
nm12698884,0,Redina,1,tt0018453,0,tt0018453,movie,Sumka dipkuryera,1927,0,0,0,1,Thriller,actress
nm12698885,1,G. Pinkler,0,tt0018453,0,tt0018453,movie,Sumka dipkuryera,1927,0,0,0,1,Thriller,actor
nm12698886,0,Elena Chernova,1,tt0018453,0,tt0018453,movie,Sumka dipkuryera,1927,0,0,0,1,Thriller,actress
nm12698887,1,Tarasevich,0,tt0018453,0,tt0018453,movie,Sumka dipkuryera,1927,0,0,0,1,Thriller,actor
nm6175918,1,A. Klymenko,0,tt0018453,0,tt0018453,movie,Sumka dipkuryera,1927,0,0,0,1,Thriller,actor
nm6175919,1,Heorhii Zelondzhev-Shypov,0,tt0018453,0,tt0018453,movie,Sumka dipkuryera,1927,0,0,0,1,Thriller,actor
nm12738281,1,Carré,0,tt0001614,0,tt0001614,movie,De fire djævle,1911,1,0,0,0,Drama,actor
nm1275940,0,Georgie Henschel,1,tt0044521,0,tt0044521,movie,Crow Hollow,1952,0,0,0,1,Thriller,actress
nm12857130,0,Olya Bariyshnikova,1,tt0067726,0,tt0067726,movie,Sedmoye nebo,1972,0,0,1,0,Romance,actress
nm12857131,0,Lyuba Konyakhina,1,tt0067726,0,tt0067726,movie,Sedmoye nebo,1972,0,0,1,0,Romance,actress
nm12857132,0,R. Sinelshchikova,1,tt0067726,0,tt0067726,movie,Sedmoye nebo,1972,0,0,1,0,Romance,actress
nm1288013,1,James the Monkey,0,tt0006160,0,tt0006160,movie,Tillie's Tomato Surprise,1915,0,1,0,0,Comedy,actor
nm1303133,1,Gyp Williams,0,tt0004825,0,tt0004825,movie,The Wishing Ring: An Idyll of Old England,1914,0,1,0,0,Comedy,actor
nm1305062,1,Domenico Grossetto,0,tt0035830,0,tt0035830,movie,Due cuori,1943,0,0,1,0,Romance,actor
nm1708776,0,Ela Franceschetti,1,tt0035830,0,tt0035830,movie,Due cuori,1943,0,0,1,0,Romance,actress
nm1708896,0,Tania Lante,1,tt0035830,0,tt0035830,movie,Due cuori,1943,0,0,1,0,Romance,actress
nm1708949,0,Diana Mauri,1,tt0035830,0,tt0035830,movie,Due cuori,1943,0,0,1,0,Romance,actress
nm1305435,1,Hirota Kisaragi,0,tt0050605,0,tt0050605,movie,Kono futari ni sachi are,1957,0,0,1,0,Romance,actor
nm13138299,0,Selene Lentini,1,tt0103816,0,tt0103816,movie,La bionda,1993,0,0,0,1,Thriller,actress
nm13138300,1,Stefano Grecchi,0,tt0103816,0,tt0103816,movie,La bionda,1993,0,0,0,1,Thriller,actor
nm13138301,1,Andrea Ludovico Jacchia,0,tt0103816,0,tt0103816,movie,La bionda,1993,0,0,0,1,Thriller,actor
nm13138302,0,Alessandra Del Maro,1,tt0103816,0,tt0103816,movie,La bionda,1993,0,0,0,1,Thriller,actress
nm13167707,1,Stan-Carlo Prete,0,tt0123310,0,tt0123310,movie,Une femme libre,1970,0,0,1,0,Romance,actor
nm1323381,0,Erzsi Laky Tóth,1,tt0030124,0,tt0030124,movie,Fehérvári huszárok,1939,0,0,1,0,Romance,actress
nm13285651,0,Kim Streep,1,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actress
nm13285652,0,Valentina Goya,1,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actress
nm13285653,1,Jody Bin,0,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actor
nm13285654,0,Antonia Mais,1,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actress
nm13285655,0,Cristina Lastri,1,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actress
nm15094341,1,Can-Can Ballet,0,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actor
nm15094342,0,Valentina,1,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actress
nm15094343,0,Manola,1,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actress
nm15094344,1,Jazz Band Rose,0,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actor
nm15094345,1,Lambada Group,0,tt0135633,0,tt0135633,movie,The Rose Bluelight,1989,0,0,1,0,Romance,actor
nm13387765,0,A. Batrakova,1,tt0088049,0,tt0088049,movie,"Schastlivaya, Zhenka!",1984,0,0,1,0,Romance,actress
nm13387766,0,M. Golysheva,1,tt0088049,0,tt0088049,movie,"Schastlivaya, Zhenka!",1984,0,0,1,0,Romance,actress
nm13387767,1,Igor Malinin,0,tt0088049,0,tt0088049,movie,"Schastlivaya, Zhenka!",1984,0,0,1,0,Romance,actor
nm13387768,1,A. Mudraya,0,tt0088049,0,tt0088049,movie,"Schastlivaya, Zhenka!",1984,0,0,1,0,Romance,actor
nm13387769,1,Alyosha Vertskin,0,tt0088049,0,tt0088049,movie,"Schastlivaya, Zhenka!",1984,0,0,1,0,Romance,actor
nm1346516,1,Victor Kainer,0,tt0003070,0,tt0003070,movie,The Lipton Cup: Introducing Sir Thomas Lipton,1913,1,0,0,0,Drama,actor
nm1348331,0,Shoshana Cohen,1,tt0064488,0,tt0064488,movie,Interrabang,1969,0,0,0,1,Thriller,actress
nm1905610,0,Edmondo Saglio,1,tt0064488,0,tt0064488,movie,Interrabang,1969,0,0,0,1,Thriller,actress
nm1349796,1,Tjiöe Kiau Bing,0,tt0049779,0,tt0049779,movie,Sommarflickan,1955,0,0,1,0,Romance,actor
nm1360649,1,Mr. Rivary,0,tt0002406,0,tt0002406,movie,Oliver Twist,1912,1,0,0,0,Drama,actor
nm1374925,1,Lamine Diedhieou,0,tt0115991,0,tt0115991,movie,Un cos al bosc,1996,0,0,0,1,Thriller,actor
nm1376143,1,Antoni de Planell,0,tt0115991,0,tt0115991,movie,Un cos al bosc,1996,0,0,0,1,Thriller,actor
