,0
0639566,Geraldine O'Brien
0085652,Vivian Blackburn
0010860,The Way of a Man with a Maid
0245416,Jay Dwiggins
0006334,A la pesca de los 45 millones
0148546,Domènec Ceret
0813682,Juan Solá Mestres
0034210,Lolita Arellano
0034218,Señorita Arellano
0089081,Magda Blondinel
0240311,Charo Dueñas
0260827,Pilar España
0284746,Josep Font
0284764,Señor Font
0530393,Visitación López
0545809,Rosita Marco
0704158,Héctor Quintanilla
0712331,Consuelo Ravelly
0740970,Laura Rosales
0767030,Encarna Saureda
0844822,Amparo Sánchez
0014210,The Lonely Road
0129772,Orville Caldwell
0012846,Why Girls Leave Home
0694587,Maurine Powers
0054856,Corinne Barker
0675149,Katherine Perry
0454596,Claude King
0329934,Arthur Gordini
0010871,When Bearcat Went Dry
0783369,Oliver L. Sellers
0884320,Vangie Valentine
0528356,John Lynch
0013752,When Romance Rides
0397813,Eliot Howe
0750648,Charles O. Rush
0304633,Carl Gantvoort
0806023,Tod Sloan
0674084,Walter Perkins
0065182,John Beck
0004819,The Win(k)some Widow
0833641,Edmond F. Stratton
0888428,Wally Van
0533000,Hughie Mack
0733633,Albert Roccardi
0730335,Edwina Robbins
0828421,George Stevens
0013744,West of Chicago
0908552,C.R. Wallace
0194939,Sidney D'Albrook
1254097,Silver
0006921,Life's Shadows
0828845,Will S. Stevens
0163234,Roy Clair
0019870,Kathleen Allaire
0861637,Ruth Thorp
0947059,William Yearance
0086816,Harry Blakemore
0010081,The Echo of Youth
0572572,Jack McLean
0788382,Peggy Shanor
0887431,Philip Van Loan
0013353,The Madness of Love
0681151,Wray Bartlett Physioc
0779296,Jean Scott
0177629,Willard Cooley
0160694,Ivan Christy
0014238,The Mailman
0805701,Martha Sleeper
0010451,Josephine Adair
0336356,Taylor Graves
0456645,Hardee Kirkland
0007878,The Easiest Way
0060974,Louise Bates
0221428,Cleo Desmond
0455414,Frank Kingdon
0015578,The Arizona Romeo
0311274,Bud Geary
0011858,Whispering Devils
0903650,John M. Voshell
0815445,Sam Sothern
0587612,Warren Millais
0528210,Lenore Lynard
0126483,Walter Bytell
0016624,El bandido de la sierra
0273203,Eusebio Fernández Ardavín
0037887,Juan Artigas
0037889,Santiago Artigas
0207152,Josefina Díaz de Artigas
0225188,Manuel Dicenta
0246616,Josefina Díaz
0581816,Emilio Mesejo
0695982,Mercedes Prendes
0010209,Hard Boiled
0016833,Exquisite Sinner
0903049,Josef von Sternberg
5074161,Mira Adoree
0014158,The Isle of Lost Ships
0320575,Dorothy Giraci
0012556,Passion Fruit
0233348,Doraldina
0464320,Walter Kolomoku
0004707,Tillie's Punctured Romance
0237597,Marie Dressler
0020914,Phyllis Allen
1707136,Tom Byrne
4004332,Helen Carruthers
0147070,Glen Cavender
0153713,Charley Chase
0155493,Dixie Chene
0215874,Hampton Del Ruth
0230778,Frank Dolan
0244030,Minta Durfee
0250395,Ted Edwards
0292470,Edwin Frazee
0369148,William Hauber
0382476,Fred Hibbard
0397922,Alice Howell
0449789,Robert P. Kerr
0465957,Keystone Kops
0550555,Gene Marsh
0566745,Harry McCoy
0587829,Rube Miller
1280594,Eva Nelson
0634268,Edward Nolan
0649211,Frank Opperman
5490145,Peggy Page
0768328,Hugh Saxon
0769559,Fritz Schade
0807967,Richard Smith
0838843,Slim Summerville
0014775,The Circus Cowboy
0356708,Ray Hallor
0738625,George Romain
0011256,Gyurkovicsarna
0039989,Nils Asther
0596936,Violet Molitor
0830037,Emile Stiebel
0116309,Pauline Brunius
0405511,Julius Hälsig
0075123,Torsten Bergström
0515561,Henrik Ljungberg
0075148,Harry Bergvall
1164884,Jean Grafström
0632614,Dagny Nischer
0651828,Martin Oscár
0921806,Jessie Wessel
0002158,Edvin Adolphson
0423741,Nils Johannisson
0491223,Eric Laurent
0014271,Michael O'Halloran
0576043,James Leo Meehan
0090205,True Boardman
11623736,Ethelyn Irving
0082498,Richard Billings
11627965,Peter Newell
11627964,Grover Taylor
0705770,Bernice Radom
0009473,Painted Lips
0888396,Beatrice Van
0937058,Mattie Witting
0015908,Her Husband's Secret
0624311,Pauline Neff
0276154,Margaret Fielding
0168979,Frank Coffyn
0853538,Frances Teague
0015519,Young Ideas
0582209,Buddy Messinger
0011026,Bride 13
0159852,Mary Christensen
0247293,Arthur Earle
1585431,Justine Holland
1592398,Dorothy Langley
1584460,Mary Ellen Capers
0571021,Martha McKay
0425222,Helen Johnson
1584559,Leona Clayton
3397722,Florence Mills
0010139,For a Woman's Honor
0289741,Park Frame
0017286,Olive Ann Alcorn
0183488,Roy Coulson
0016568,"A buen juez, mejor testigo"
0517980,Manuel Lois Piñeiro
0517981,Saturio Lois Piñeiro
0223458,Federico Deán Sánchez
0209069,Barón de Kardy
0524449,Mary de Lucentum
0720911,Alejandro Revilo
0004883,Aloha Oe
0357872,Gilbert P. Hamilton
0533102,Willard Mack
0015514,The Yankee Consul
0006012,The Scorpion's Sting
0621797,Percy Nash
0068696,George Bellamy
0854682,Fay Temple
0779204,Gregory Scott
0668310,Douglas Payne
0179455,Daisy Cordell
0061245,J. Hastings Batson
0191569,Arthur M. Cullin
0012016,Buried Treasure
0790159,Edith Shayne
0889536,Dorothy Vernon
0008672,Thomas Graals bästa film
0596417,Karin Molander
0492280,Albin Lavén
0874799,Jenny Tschernichin-Larsson
0632163,Axel Nilsson
0089000,Adolf Blomstedt
0090819,Gustaf Boge
0226293,Emma Dietrichs
0415403,Henrik Jaenzon
0489296,William Larsson
0500396,Thyra Leijman-Uppström
0935016,Torsten Winge
0015825,Flower of Night
0873724,Youcca Troubetzkov
0883573,Anastasia Georgina Kissel
0010219,Manuel Acosta
0047262,Frankie Bailey
0012794,The Pilgrimage to Kevlaar
0782943,Concordia Selander
0373366,Bell Hedqvist
1156084,B. Paulig
0389352,Anna Hofman-Uddgren
0873589,Sven Tropp
0043509,Einar Axelsson
0012699,The Sky Pilot
0008679,Tillie Wakes Up
0057273,Ruth Barrett
0209461,May De Lacy
0008096,High Speed
0765106,George L. Sargent
0725904,Fritzi Ridgeway
0004099,"His Majesty, the Scarecrow of Oz"
0534030,Violet MacMillan
0751401,Raymond Russell
0810614,Arthur Smollet
0942874,Todd Wright
0522550,Jacqueline Lovell
0010490,Mrs. Wiggs of the Cabbage Patch
0395935,Maud Hosford
5374049,Anita Brown
0205116,Mary Davis
0379631,Lola Hernandez
0884951,Wanda Valle
0010335,Die lachende Seele
0720991,Ludwig Rex
0016885,Girl in Tails
0955205,Kar de Mumma
0561882,Carina May
0007100,The Mutiny of the Bounty
9540684,George Cross
0832588,John Storm
0198549,D.L. Dalziel
0694485,Wilton Power
1010898,Reginald Collins
1010923,Ernesto Crosetto
0898366,Charles Villiers
1012312,Meta Taupopoki
1010585,Mere Amohau
1013392,Ada Guildford
0011004,Gwil Adams
1012714,Leah Miller
0014679,The Arab
0561637,Max Maxudian
0894468,Paul Vermoyal
0585931,Adelqui Migliar
0018818,Florica Alexandresco
0881927,Justa Uribe
0289907,Paul Franceschi
0208085,Giuseppe di Campo
1194102,Hayde Chikly
0013887,The Brass Bottle
0581182,Charlotte Merriam
0010408,The Lurking Peril
0488285,George Larkin
0527416,Anna Luther
1674946,Robert Coleson
0004963,Beulah
0601427,Joyce Moore
0696339,Mae Prestell
0020496,Elsie Allen
0007977,Gypsy Abbott
0575396,Leopold Medan
0822493,Henry Stanley
0376451,Hazel Henderson
0612520,Margaret Mulvane
0012091,Daniel Deronda
0746460,W. Courtney Rowden
0289205,Reginald Fox
0872453,Ann Trevor
0014898,Whirlpool of Fate
0719756,Jean Renoir
0381642,Catherine Hessling
0165165,Charlotte Clasis
0150628,Pierre Champagne
0869794,Maurice Touzé
0283744,Madame Fockenberghe
0505990,Harold Levingston
0220201,André Derain
0233518,Van Doren
0504562,Pierre Lestringuez
0604269,Henriette Moret
0719749,Pierre Renoir
0006823,The Honor of Mary Blake
0551212,Tina Marshall
0642190,James O'Neill
0115115,John C. Brownell
0364516,Caroline Harris
0009626,Social Briars
0009186,Jacob Abrams
0926386,Frank Whitson
0013356,The Man from Hell's River
0378923,William Herford
0863833,Rin Tin Tin
0004390,Mute Witnesses
0061955,Yevgeny Bauer
0152888,Aleksandr Chargonin
0451617,Aleksandr Kheruvimov
0874826,Dora Tschitorina
0677536,Viktor Petipa
0472475,Elsa Krueger
0343043,Andrey Gromov
0015438,The Truth About Women
0358991,Hope Hampton
0497076,Dainty Lee
0141782,Louise Carter
0712989,Rosella Ray
0249871,Charles Michael Edwards
0136906,Augusta Carey
0016016,Let Women Alone
0811370,Betty Jane Snowdon
0929619,Lee Willard
0608044,Marjorie Morton
0003449,The Third Degree
0234528,Carlotta Doti
0567245,Bartley McCullum
0333881,Robert Graham Jr.
0015817,Fine Clothes
0014332,One Arabian Night
0384682,Sinclair Hill
0732088,George Robey
0443804,Julia Kean
0766988,W.G. Saunders
0529062,H. Agar Lyons
0280176,Aubrey Fitzgerald
0766741,Basil Saunders
0837262,Julie Suedo
0006520,The Clown
0602005,Victor Moore
0196789,Florence Dagmar
0911560,Gerald Ward
0701484,Wallace Pyke
0414345,Billy Jacobs
0009573,Salome
0002270,Rex Ingram
0014516,The Street
0249703,Anton Edthofer
0405828,Lucie Höflich
0008745,The Red Samson
2412731,László Csiky
0902615,Ica von Lenkeffy
5316196,János Bodnár
0190771,Gyula Csortos
0881588,Tivadar Uray
1125881,Irma Lányi
0753746,Lajos Réthey
0015951,Irish Luck
0373511,Victor Heerman
0401976,Cecil Humphreys
0333856,Louise Grafton
0140370,S.B. Carrickson
0014020,Enemies of Children
0239769,Lillian Ducey
0705219,Ted Rackerby
0016195,Paint and Powder
0834898,Hunt Stromberg
0067636,Ernest Belcher
0185964,Mrs. Charles Craig
0014655,The Alaskan
0262080,Alphonse Ethier
0134383,Maurice de Canonge
0013534,The Rapids
0460920,Harlan Knight
0286788,Edwin Forsberg
0628526,Jack Newton
0697065,Nanci Price
0028658,Frank Andrews
0014916,Flying Fists
0502573,Benny Leonard
0262757,Frank Evans
2033162,Billy Mitchell
0089222,Phil Bloom
2211096,Jean Diamond
0497376,Harry Lee
0675103,Jack Perry
0016110,The Million Dollar Handicap
0012337,Jomfru Trofast
0106950,Rasmus Breistein
0003550,Asta Nielsen
0127230,Henrik Børseth
0236599,Edvard Drabløs
0878484,Lars Tvinde
0804424,Eugen Skjønberg
0814604,Botten Soot
0421531,Johs. Jensen
0845307,Egil Sætren
0008587,Skinner's Dress Suit
0198444,Hazel Daly
0140844,James C. Carroll
0369443,Ullrich Haupt
0015293,Roulette
0853193,Stanner E.V. Taylor
0095814,Walter Booth
0771869,Rudolf Schündler
0012011,Bucking the Line
0449224,George Kerby
0014936,Gambling Wives
0110567,Dorothy Brock
1275391,Buddy the Dog
0010048,A Dark Lantern
0599401,David Monterno
0410360,Carolyn Irwin
0700959,Roni Pursell
0567572,Russell McDermott
0403286,Virginia Huppert
0079425,Dorothy Betts
0012477,Moth and Rust
0605034,Sidney Morgan
0861345,Sybil Thorndike
0519307,Malvina Longfellow
0713231,Cyril Raymond
0865072,Malcolm Tod
3173097,Ellen Nicholls
1957175,Phyllis le Grand
0016094,Marriage in Transit
0522926,Edmund Lowe
0151356,Eddy Chandler
0009392,More Trouble
0934051,Roberta Wilson
0712730,Albert Ray
0015002,Hot Water
0707814,Jobyna Ralston
0212138,Andy De Villa
0213159,Edgar Dearing
0391827,Fred Holmes
0727354,Billy Rinaldi
0928277,S.D. Wilcox
0009208,"How Could You, Jean?"
0369839,Maie B. Havey
0911699,Lucille Ward
0941783,Althea Worthley
1078127,Valerie Traxler
0013895,Broadway Gold
0178107,J. Gordon Cooper
0328744,Eloise Goodale
0013950,The Courtship of Myles Standish
0912810,E. Alyn Warren
0268437,Frank Farrington
0228916,Marion Dixon
0466781,Robert Korton
0670032,Gertrude Pedlar
0725069,Al Richmond
0829860,Ted Stewart
0891135,Ada Mae Vaughn
0912199,Marjorie Warfield
0424704,Cammilla Johnson
0786532,Allen D. Sewall
0003419,The Student of Prague
0263912,Hanns Heinz Ewers
0753233,Stellan Rye
0917467,Paul Wegener
0074186,Grete Berger
0758802,Lyda Salmonova
0332024,John Gottowt
0477996,Lothar Körner
0917744,Fritz Weidemann
0596218,Alexander Moissi
0014164,Jazzmania
0098307,Edith Bostwick
0015231,Pierre et Jean
0221649,Suzanne Desprès
0153235,Georges Charlia
0008930,Broadway Love
0855143,Gladys Tennyson
0008843,Man of Gold
0466099,Alexander Korda
0707457,Gábor Rajnay
0538448,Margit Makay
1088508,Jenõ Horváth
1090148,Mari K. Demjén
0299598,Szeréna S. Fáy
0059286,Gyula Bartos
0620819,Gusztáv Vándory
0478222,József Kürthy
0016021,The Light of Western Stars
0006833,Human Driftwood
0010785,Die Tochter des Mehemed
0356818,Alfred Halm
0725234,Ellen Richter
1796044,Ernst Immler
1799475,Lotte Davis
0007984,Earth's Man
8422778,Dezsõ Pártos
2362338,Margit T. Halmi
1989222,Giza Mészáros
0061101,Giza Báthory
8091934,Ilonka Fenyõ
13233970,Mária Beregi
0016991,If Youth But Knew
0178057,George A. Cooper
0356233,Lillian Hall-Davis
0740723,Mary Rorke
0905352,Patrick Waddington
1108458,May Beamish
0713475,Minnie Rayner
0367516,Forrester Harvey
1111248,Donald Walcot
0013631,Squibs Wins the Calcutta Sweep
0942434,Hugh E. Wright
0122109,Bertram Burleigh
0072437,Annette Benson
0112654,Mary Brough
0552373,Hal Martin
0780691,Donald Searle
1084341,Tom Morris
0507723,Sam Lewis
0543224,Ambrose Manning
0013608,The Sleep Walker
0731095,Florence Roberts
0250457,Winifred Edwards
0015724,Dama de noche
0529960,Eva López Sánchez
0844752,Rafael Sánchez Navarro
0869732,Cecilia Toussaint
0194720,Miguel Córcega
0650495,Regina Orozco
0941279,Abel Woolrich
0761055,Salvador Sánchez
0670427,Boris Peguero
0190923,Daniel Cubillo
0673414,Rene Pereyra
0144514,Óscar Castañeda
0080966,Bruno Bichir
3081317,Norma Angélica
0328456,Roberto González
0732391,Azela Robinson
3300394,José Pardo Hernández
3280350,Delfino Guerrero
3302613,Eduardo Pérez
3302293,Claudia Gutiérrez
3300959,Rosa Elba Palma
3300974,Laura Escobar
0005667,The Lure of the Mask
0391295,Carol Holloway
0251184,William Ehfe
0164175,King Clark
1767446,G.E. Rainey
0016565,Öregrund-Östhammar
0678483,Erik A. Petschler
0034437,Sven Arfwidson
0073924,Yngve Berg
0147756,Julia Cederblad
0163157,Märta Claesson
0870929,Hugo Tranberg
0013066,Determination
0831502,Frederick F. Stoll
0511087,Alpheus Lincoln
0848754,Irene Tams
0122295,Gene Burnell
0751053,Byron Russell
0378602,Nina Herbert
0038533,Charles Ascot
0262611,Catharine Evans
1190270,Belvin W. Maynard
0762594,Phil Sanford
2320289,Pat J. O'Brien
0013971,The Dangerous Maid
0242288,Phil Dunham
3776712,Mariano Samaniegos
0007183,The Queen of Spades
1441281,Tamara Duvan
0659712,Nikolai Panov
2617900,Yelizaveta Shebueva
0008697,Triste crepúsculo
0209162,Manuel de la Bandera
1504598,Salvador Alcocer
1505344,Leonor Davila
0622880,Fernando Navarro
1508913,Carmen Patino
1503929,Eugenia Ramirez
1507341,Guadalupe Vela
0010088,The End of the Road
0265419,Joyce Fair
0007097,Motherhood
0708081,Marjorie Rambeau
0285645,Frank A. Ford
0064137,Aubrey Beattie
0126426,Ruth Byron
0656725,Lillian Paige
0840049,Anne Sutherland
0292453,Frank Frayne
0247873,Robert Eaton
0010440,The Marriage Price
0854635,Marie Temper
0030847,Clairette Anthony
0189056,Zelda Crosby
0016123,The Monster
0922327,Roland West
0037783,Johnny Arthur
0042380,Frank Austin
0010182,The Gold Cure
0569646,Jack McGowan
0532975,Edward Mack
0403465,Julia Hurley
0235839,George Dowling
0010083,The Egg Crate Wallop
0930657,George B. Williams
0601219,Frederick Moore
0885899,Dewitt Van Court
0456818,Ray Kirkwood
0429887,Cliff Jordan
0287366,Jimmie Fortney
0322109,Izzie Glassor
0009615,The Sign Invisible
0636763,Hedda Nova
0150263,Ray Chamberlin
0146957,William Cavanaugh
0380241,Joseph Heron
0585627,Roy Midland
0014388,Quicksands
0008029,Great Expectations
0922286,Paul West
0059150,Grace Barton
0015362,Star Dust Trail
0827562,Merta Sterling
0043735,Marion Aye
0001277,Kapergasten
0169878,Alfred Cohn
0299757,Aage Fønss
0736379,Jenny Roelsgaard
0772788,Aage Schmidt
0007279,Rübezahls Hochzeit
0322843,Rochus Gliese
0251291,Arthur Ehrens
0349769,Hedwig Gutzeit
0414985,Georg Jacoby
0631130,Marianne Niemeyer
0907267,Ernst Waldow
0015324,Sherlock Jr.
0175075,Jane Connelly
0213009,Doris Deane
1537375,Christine Francis
0922068,Ford West
0014052,The Curse of Eve
0339499,Elsie Greeson
0912535,Marion Warner
0860181,Grace Thompson
0004851,'Twas Ever Thus
0417646,Elsie Janis
0015235,Playthings of Desire
0661044,Ida Pardee
0006994,Lying Lips
0724981,Franklin Ritchie
0829795,Roy Stewart
0004226,The Lightning Conductor
0006182,Trilby
0624840,Phyllis Neilson-Terry
0008999,The Death Dance
0817317,Rita Spear
0308892,Nadia Gary
0007582,A Woman's Daring
0275941,George Field
0628472,Charles Newton
0130532,Babe Callis
0141035,William A. Carroll
0013282,June Madness
0292073,Anita Fraser
0010107,The Faith of the Strong
0011283,Her Benny
0104197,A.V. Bramble
0940029,Sydney Wood
0721599,Babs Reynolds
0118727,Charles Buckmaster
0666350,Peggy Paterson
0543737,C. Hargrave Mansell
0085682,Lottie Blackford
0885178,Robert Vallis
0005716,Marrying Money
0112027,Ina Brooks
0150221,Winthrop Chamberlain
0329971,Alice Gordon
0015157,Beyond Death
0102609,Andrée Brabant
0486946,Georges Lannes
0140054,Joaquín Carrasco
2505944,Natalia Jovellanos
2506688,Eduardo Heredia
0749131,Mercedes Rueda
7420142,Bengali
0016997,El indio Yaqui
0010185,Enrique Acosta
6650178,Juan Calles
0231529,Joe Dominguez
1685039,Jose Duarte
0530022,Augustina López
3819483,Manuel Rodriguez
0009964,Breed of Men
0410238,Buster Irving
0012329,Jane Eyre
0040471,Venie Atherton
0034668,Elizabeth Arians
0587132,Helen Miles
0612047,Sadie Mullen
0280852,Florence Flagler
0448666,Bertha Kent
0016183,One of the Bravest
0533045,Marion Mack
0330435,Mary Gordon
0422425,Austen Jewell
0011529,Old Dad
0593150,Bess Mitchell
0006605,The Dream Girl
0581484,Mary Mersch
0006330,Zaza
0335069,Maud Granger
0279393,Blanche Fisher
0802492,Helen Sinnott
0809229,Mark Smith
0124854,Charles Butler
0016127,The Mountain Eagle
0444602,Malcolm Keen
1042132,John Hamilton
0324553,Bernhard Goetzke
0008597,Society's Driftwood
0154267,Louis Chaudet
0192062,Grace Cunard
0005957,The Red Circle
0531940,Sherwood MacDonald
1162162,Bert Francis
0716268,Myrtle Reeves
1831274,Fred Whitman
0525612,Norman W. Luke
0007989,The Gates of Doom
0197794,Tommie Dale
0007622,The Alien Blood
0313373,Burton George
0010040,Daddy-Long-Legs
0368665,Percy Haswell
0501619,Fay Lemport
0100355,Betty Bouton
0262744,Estelle Evans
0014353,Penrod and Sam
0582211,Gertrude Messinger
0569941,Joe McCray
0009030,The Eagle
0247304,Edna Earle
0934980,Ward Wing
0005983,A Royal Family
0613778,Anna Murdock
0054067,Lila Barclay
0237183,W.J. Draper
0506899,Albert Lewis
1042187,Charles Prince
0010069,The Divorcee
0258197,Harold Entwistle
0834970,Eugene Strong
0016233,The Police Patrol
0185785,Blanche Craig
0028166,Monya Andre
0006719,The Girl Philippa
5518448,Mrs. Curley
0082461,Billie Billings
0264139,Captain Eyerman
0370526,Ned Hay
0242770,Stanley Dunn
0704991,Alfred Raboch
0949302,Betty Young
0425674,Lou Johnson
0187053,Frank Crayne
0012355,A Kiss in Time
0003637,Assunta Spina
0078116,Francesca Bertini
0070959,Carlo Benetti
0162638,Amelia Cipriani
0189970,Antonio Cruichi
0172822,Alberto Collo
0016688,Alberto Albertini
0010555,Peggy Does Her Darndest
0000252,Robert Ellis
0853345,Wilton Taylor
0014028,The Exiles
0006872,The Island of Desire
0571236,Marie McKeen
0011000,Leaves From Satan's Book
0632898,Helge Nissen
0388713,Halvard Hoff
0856745,Jacob Texiere
0375250,Hallander Helleman
0833316,Ebon Strandin
0583207,Johannes Meyer
0354815,Nalle Halden
0469238,Tenna Kraft
0927378,Viggo Wiehe
0927374,Emma Wiehe
1723138,Jeanne Tramcourt
0116802,Hugo Bruun
0684773,Elith Pio
0375838,Emil Helsengreen
0512539,Viggo Lindstrøm
0676969,Vilhelm Petersen
0927690,Carlo Wieth
0068320,Karina Bell
0384844,Carl Hillebrandt
1721887,Christian Nielsen
0421732,Wilhelm Jensen
0010807,The Turn in the Road
0192763,Pauline Curley
0007692,Behind the Mask
0621891,Flora Nason
0013831,Amor de campesino
0013810,Martín Aguyé
0285278,Luis Forasté
0685645,José Pitarch
0035408,Ramón Armengod
0060354,Jaime Bassols
0060355,Mercedes Bassols
0060356,Miguel Bassols
0282817,Francisco Flores
0320200,Manolita Ginés
0328511,Viola González
0603885,Aurora Moreno
0661364,Martín Parera
0780989,Susana Sebastián
1253305,Pablo Soriano
0844814,Alicia Sánchez
0016724,Chip of the Flying U
0298699,Willie Fung
0166170,Steve Clemente
0013738,The Wages of Sin
0300232,Jean Gabriel
0010995,Black Is White
0581493,Claire Mersereau
0334724,Joseph Granby
0057244,Patrick Barrett
0012352,"King, Queen and Joker"
0534230,Lottie MacPherson
0005645,The Lonesome Heart
0016635,The Beautiful Cheat
0139588,Alexander Carr
0139719,Helen Carr
0059497,Max Barwyn
1173992,Louise Gibney
0004306,Marta of the Lowlands
0435747,Bertha Kalich
0163540,Hal Clarendon
0435749,Lillian Kalich
0608971,George Moss
0013619,Sodom and Gomorrah
0717849,Georg Reimers
0233345,Lucy Doraine
0903178,Erika Wagner
0805790,Walter Slezak
0251332,Kurt Ehrle
0039489,Paul Askonas
0073412,Richard Berczeller
0381031,Franz Herterich
0049462,Béla Balázs
0286924,Willi Forst
0805787,Leo Slezak
0858160,Hans Thimig
0011441,Marooned Hearts
0281051,Joseph Flanagan
0796788,Lavilla Siebert
0015207,The Painted Flapper
0331084,John Gorman
0800678,Anita Simons
0341134,Carlton Griffin
0011468,The Misleading Lady
0183115,Lucy Cotton
0662065,Barnett Parker
0012771,Torgus
0462098,Hanns Kobe
1473004,Ferdinand Gregori
0500408,Marija Leiko
0725296,Kaethe Richter
0833986,Hermine Straßmann-Witt
0013806,Youth to Youth
0306956,Jack Gardner
0420311,Paul Jeffrey
0007678,Barbary Sheep
0003124,Pedro de Cordoba
0788252,Alex Shannon
0743405,Frances Ross
0010725,The Speed Maniac
0793189,Ernest Shields
0017029,Kiki
0096475,Agostino Borgato
0156005,André Cheron
0013509,Prejudice
0011914,Alf's Button
0378225,Leslie Henson
0219349,Eileen Dennes
0128130,Jean Cadell
0013933,The Faithful Heart
0258477,Jean Epstein
0537222,Léon Mathot
0070762,Claude Benedict
0560835,Madame Maufroy
0258506,Marie Epstein
0259092,Madeleine Erickson
0016308,Sally of the Sawdust
0526795,Alfred Lunt
0017578,Erville Alderson
0265408,Florence Fair
0026011,Glenn Anders
1178223,William 'Shorty' Blanche
11366862,Jill Rainsford
0013841,Ashes of Vengeance
0177603,James Cooley
0563991,Mary McAllister
0400913,Rush Hughes
0010715,Soldiers of Fortune
0512230,Herold Lindsay
0909424,Frank Wally
0186409,Ogden Crane
0013104,The Eternal Flame
0004939,The Barnstormers
0849576,Myrtle Tannehill
0003891,Escaped from Siberia
0006482,The Call of the Cumberlands
0455612,Winifred Kingston
0712870,Joe Ray
0356790,Michael Hallvard
0007001,Madame X
0232704,Dorothy Donnelly
0604960,Ralph Morgan
0120518,Charles E. Bunnell
0014753,By Divine Right
0008081,Her Right to Live
0405098,Peggy Hyland
0182597,Mae Costello
0175073,Helen Connelly
0686944,Mildred Platz
0254877,Jack Ellis
0017002,It Must Be Love
0831736,Arthur Stone
0639698,Mary O'Brien
7412655,Inez Marion
0015687,Clash of the Wolves
0809467,Noel M. Smith
2331547,Nanette
0012010,The Brute Master
0551151,Roy Marshall
0013529,Rags to Riches
0719541,Ruth Renick
0715017,Minna Redman
0442253,Sam Kaufman
0010817,Under Suspicion
0741272,Blanche Rose
0860137,Frank Thompson
0907281,Andrew Waldron
0009896,Ave Caesar!
0179386,María Corda
0126587,Ödön Bárdi
10103064,Elemér Erdõdy
0007694,Beloved Adventuress
0103755,William A. Brady
0330373,Kitty Gordon
0788290,Inez Shannon
0316728,Robert Paton Gibbs
0792859,William Sherwood
0004179,Joseph in the Land of Egypt
0601190,Eugene Moore
0499789,John Lehnberg
0055661,Justus D. Barnes
0156327,Lila Chester
0150264,Riley Chamberlin
0342318,George A. Grimmer
2558307,The Thanhouser Zoo
0006733,Gold and the Woman
0898660,James Vincent
0360126,Alma Hanlon
0534412,Carleton Macy
0085141,Chief Black Eagle
0363172,Carter B. Harkness
0341370,Ted Griffin
0827776,Louis Stern
0790593,James Sheehan
0058126,Pauline Barry
0582212,Howard Missimer
0358296,Joseph Hamlsh
0623532,Frances Ne Moyer
0247484,B. Reeves Eason
0011587,Polly with a Past
0208113,Leander De Cordova
0163257,Ina Claire
0071132,Harry Benham
0916067,Clifton Webb
0112169,Myra Brooks
0008150,Joan the Woman
0642950,John Oaker
0462324,Hugo B. Koch
0430364,Emilius Jorgensen
0012857,Without Limit
0743885,Thomas W. Ross
0027244,Nellie Anderson
0011654,Satanas
0315446,Sadjah Gezza
0075970,Else Berna
0938358,Martin Wolfgang
0013674,The Three Must-Get-Theres
0177417,Frank Cooke
0583850,Charles Mezzetti
0921642,Clarence Wertz
0003771,The Christian
0208325,Carlotta De Felice
0302661,Alberta Gallatin
0269897,Jane Fearnley
0480105,James Lackaye
0759759,J.W. Sambrook
0850033,Rose Tapley
0007102,Muñecos
0011307,The Hope
0607615,J.P. Morse
0342376,Herbert Grimwood
0010175,Girls
0384469,Lee Hill
0007265,The Rise of Susan
0225425,Jennie Dickerson
0804388,Marguerite Skirvin
0014632,You Can't Get Away with It
0190276,Charles Cruz
0016313,Satan in Sables
0098596,Richard Botsford
0058136,Richard Barry
0588928,Mary Louise Miller
0008858,A Bachelor's Children
0790360,William Shea
0828485,Jessie Stevens
0395558,Aida Horton
0734820,Alice Rodier
0012801,The Vermilion Pencil
0925714,Omar Whitehead
8307102,Lock Chy
0009510,Powers That Prey
0052226,Perry Banks
0589213,Robert Miller
0009118,The Goat
0831872,Fred Stone
0570434,Charles McHugh
0006442,The Blue Envelope Mystery
0636076,Wilfrid North
0071845,John Drew Bennett
0370471,Bob Hay
0705627,Florence Radinoff
0015691,The Coast Patrol
0058295,Bud Barsky
1129390,Kenneth MacDonald
0942039,Fay Wray
0788831,Sailor Sharkey
0002163,Eva
0549989,Hans Marr
0783027,Hermann Seldeneck
0920924,Maria Wendt
0047426,Oliver D. Bailey
0145333,Vernon Castle
0822159,Arthur Stanford
0137387,William Carleton Sr.
0181189,Edward Cort
0181195,John Cort
4990793,James Reese Europe
0001592,In the Prime of Life
0088881,August Blom
0740463,Thorkild Roose
0478475,Ella La Cour
0676978,Zanny Petersen
0647719,Lauritz Olsen
1532213,Henny Lauritzen
1458590,Elna From
0013699,Der Puppenmacher von Kiang-Ning
0543169,Lucie Mannheim
0777793,Hans Schweikart
0433022,Yuri Yurovsky
2099949,Alexander Alexandrowski
0013369,The Man from Home
0449698,Geoffrey Kerr
0747850,José Ruben
1171874,Edward Dagnall
0014628,Yesterday's Wife
0206765,Lewis Dayton
0014902,The Fire Patrol
0420414,Will Jeffries
0290767,Billy Franey
0013986,Destroying Angel
0005252,Eugene Aram
0725893,Richard Ridgely
0177886,Bigelow Cooper
0012000,Bring Him In
