,,rel_nodes_new,rel_edges_new,max_nodes_new,pos_max_nodes_new,min_nodes_new,pos_min_nodes_new,max_edges_new,pos_max_edges_new,min_edges_new,pos_min_edges_new
34,"tensor(44, device='cuda:7')","tensor([2.8432e-06, 0.0000e+00, 1.2014e-06,  ..., 3.0099e-06, 2.0285e-06,
        0.0000e+00], grad_fn=<SumBackward1>)","tensor([[0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        ...,
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.]], grad_fn=<SumBackward1>)",1.7989331483840942,1356,-1.7812118530273438,660,1.7989331483840942,"tensor([[   1, 1356]])",-1.5332789421081543,"tensor([[ 30, 660]])"
25,"tensor(1701, device='cuda:7')","tensor([2.0991e-06, 0.0000e+00, 9.4053e-07,  ..., 2.3404e-06, 1.2586e-06,
        0.0000e+00], grad_fn=<SumBackward1>)","tensor([[0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        ...,
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.]], grad_fn=<SumBackward1>)",1.5147596597671509,1610,-4.072237968444824,660,1.5147596597671509,"tensor([[   1, 1610]])",-3.885319709777832,"tensor([[ 30, 660]])"
32,"tensor(510, device='cuda:7')","tensor([3.0305e-06, 0.0000e+00, 1.2993e-06,  ..., 3.2899e-06, 2.0980e-06,
        0.0000e+00], grad_fn=<SumBackward1>)","tensor([[0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        ...,
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.]], grad_fn=<SumBackward1>)",1.2367057800292969,1356,-0.712503969669342,952,1.2367057800292969,"tensor([[   1, 1356]])",-1.580640435218811,"tensor([[ 30, 952]])"
