,,rel_nodes_new,rel_edges_new,max_nodes_new,pos_max_nodes_new,min_nodes_new,pos_min_nodes_new,max_edges_new,pos_max_edges_new,min_edges_new,pos_min_edges_new
27,"tensor(682, device='cuda:7')","tensor([0., 0., 0.,  ..., 0., 0., 0.])","tensor([[0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        ...,
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.]])",0.5717551708221436,682,-0.023061368614435196,647,48.56495666503906,"tensor([[  1, 840]])",-18.186676025390625,"tensor([[  5, 840]])"
23,"tensor(821, device='cuda:7')","tensor([0., 0., 0.,  ..., 0., 0., 0.])","tensor([[0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        ...,
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.],
        [0., 0., 0.,  ..., 0., 0., 0.]])",1.173011064529419,2731,-2.0303115844726562,1239,8.503849983215332,"tensor([[   1, 1005]])",-5.546455383300781,"tensor([[ 14, 836]])"
26,"tensor(129, device='cuda:7')","tensor([ 0.0000,  0.0000,  0.0000,  ..., -0.0072,  0.0000, -0.0011])","tensor([[ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ..., -1.1069e-02,
          0.0000e+00, -2.5227e-03],
        [ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ...,  1.2325e-01,
          0.0000e+00, -5.5127e-03],
        [ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ..., -2.7199e-03,
          0.0000e+00, -3.0973e-03],
        ...,
        [ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ..., -5.0197e-03,
          0.0000e+00, -1.2236e-03],
        [ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ..., -2.3403e-03,
          0.0000e+00,  6.2642e-05],
        [ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ...,  1.7099e-03,
          0.0000e+00, -4.2117e-04]])",3243.693359375,1770,-3243.767578125,1695,17286.87890625,"tensor([[   0, 1695]])",-16141.2978515625,"tensor([[  13, 1695]])"
